source_index,edit_index,model,similarity,face_detected,confidence,output_url
34,1,nb2_ref,0.4884549677371979,true,0.7950212359428406,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj8vsddgwnxxbdz8agf57x.png
34,2,nb2_ref,0.4433663487434387,true,0.7929343581199646,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtj9eavjqphw3xse4d7nvj9.png
34,3,nb2_ref,0.41199684143066406,true,0.8670816421508789,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjav4fmp28b6yb07yk9nmq.png
34,4,nb2_ref,0.5470005869865417,true,0.8786974549293518,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjas27n4eb35sj3mq02ycf.png
34,5,nb2_ref,0.41562098264694214,true,0.8931617140769958,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjbsyy470js89we4c5tc92.png
70,1,nb2_ref,0.42616724967956543,true,0.7927721738815308,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjcetym87c1k0ee2evxx6k.png
70,2,nb2_ref,0.4421961307525635,true,0.8267399072647095,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjdg72q4qkq1d0hzmbyqg8.png
70,3,nb2_ref,0.48736077547073364,true,0.8358151912689209,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtje68sqhm1mrxv8fzh6xbz.png
70,4,nb2_ref,0.5000760555267334,true,0.8670069575309753,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjesx7askfj4xjvrncwafw.png
70,5,nb2_ref,0.5071049332618713,true,0.8280220031738281,https://cloud.inference.sh/app/files/u/4mg21r6ta37mpaz6ktzwtt8krr/01kmtjg4x87nw3nyx1je35jq02.png
